"ID";"ConsumptionByHouseholds";"Periods";"Indices_1";"VolumeChanges_2";"VolumeChangesShoppingdayAdjusted_3";"Indices_4";"ValueChanges_5";"PriceChanges_6"
"3022";"A047830";"2011MM03";"   150.5";"     1.0";"       .";"   126.7";"     0.7";"    -0.3"
"3023";"A047830";"2011KW01";"   150.9";"     7.8";"       .";"   128.2";"     6.7";"    -1.1"
"3024";"A047830";"2011MM04";"   123.5";"     1.7";"       .";"   119.8";"     3.4";"     1.7"
"3025";"A047830";"2011MM05";"   128.7";"    13.7";"       .";"   125.2";"    16.5";"     2.5"
"3026";"A047830";"2011MM06";"   130.5";"    -6.1";"       .";"   124.6";"    -7.2";"    -1.2"
"3027";"A047830";"2011KW02";"   127.5";"     2.4";"       .";"   123.2";"     3.4";"     0.9"
"3028";"A047830";"2011MM07";"   121.2";"    -5.0";"       .";"   106.7";"    -5.6";"    -0.6"
"3029";"A047830";"2011MM08";"   108.7";"    -8.3";"       .";"    99.1";"    -6.3";"     2.2"
"3030";"A047830";"2011MM09";"   122.0";"   -10.6";"       .";"   108.4";"   -11.0";"    -0.5"
"3031";"A047830";"2011KW03";"   117.3";"    -8.0";"       .";"   104.8";"    -7.7";"     0.3"
"3032";"A047830";"2011MM10";"   113.6";"   -14.2";"       .";"   116.1";"   -12.4";"     2.1"
"3033";"A047830";"2011MM11";"   108.3";"    -5.6";"       .";"   112.4";"    -3.7";"     2.1"
"3034";"A047830";"2011MM12";"    69.7";"     9.8";"       .";"    63.9";"    11.7";"     1.8"
"3035";"A047830";"2011KW04";"    97.2";"    -6.1";"       .";"    97.5";"    -4.6";"     1.6"
"3036";"A047830";"2012MM01";"   151.4";"   -16.3";"       .";"   131.5";"   -15.2";"     1.3"
"3037";"A047830";"2012MM02";"   100.5";"   -17.1";"       .";"    85.1";"   -17.2";"    -0.2"
"3038";"A047830";"2012MM03";"   136.2";"    -9.5";"       .";"   114.9";"    -9.4";"     0.2"
"3039";"A047830";"2012KW01";"   129.4";"   -14.3";"       .";"   110.5";"   -13.8";"     0.5"
"3040";"A047830";"2012MM04";"    99.6";"   -19.4";"       .";"    99.4";"   -17.0";"     2.9"
"3041";"A047830";"2012MM05";"   109.7";"   -14.8";"       .";"   106.8";"   -14.7";"     0.1"
"3042";"A047830";"2012MM06";"   139.1";"     6.6";"       .";"   132.7";"     6.5";"    -0.1"
"3043";"A047830";"2012KW02";"   116.1";"    -9.0";"       .";"   113.0";"    -8.3";"     0.7"
"3044";"A047830";"2012MM07";"    93.7";"   -22.7";"       .";"    86.1";"   -19.3";"     4.3"
"3045";"A047830";"2012MM08";"    96.2";"   -11.5";"       .";"    86.9";"   -12.3";"    -0.9"
"3046";"A047830";"2012MM09";"   102.3";"   -16.1";"       .";"    91.3";"   -15.8";"     0.4"
"3047";"A047830";"2012KW03";"    97.4";"   -17.0";"       .";"    88.1";"   -15.9";"     1.3"
"3048";"A047830";"2012MM10";"    77.5";"   -31.8";"       .";"    82.2";"   -29.2";"     3.7"
"3049";"A047830";"2012MM11";"    79.8";"   -26.4";"       .";"    84.7";"   -24.7";"     2.3"
"3050";"A047830";"2012MM12";"    55.1";"   -20.9";"       .";"    56.7";"   -11.3";"    12.1"
"3051";"A047830";"2012KW04";"    70.8";"   -27.2";"       .";"    74.5";"   -23.6";"     5.0"
"3052";"A047830";"2013MM01";"   119.3";"   -21.2";"       .";"   111.1";"   -15.5";"     7.2"
"3053";"A047830";"2013MM02";"    81.1";"   -19.3";"       .";"    73.6";"   -13.5";"     7.2"
"3054";"A047830";"2013MM03";"   104.5";"   -23.2";"       .";"    97.3";"   -15.3";"    10.4"
"3055";"A047830";"2013KW01";"   101.7";"   -21.4";"       .";"    94.0";"   -14.9";"     8.3"
"3056";"A047830";"2013MM04";"    85.5";"   -14.2";"       .";"    87.0";"   -12.4";"     2.0"
"3057";"A047830";"2013MM05";"    85.5";"   -22.0";"       .";"    86.0";"   -19.5";"     3.2"
"3058";"A047830";"2013MM06";"    95.7";"   -31.2";"       .";"    97.2";"   -26.8";"     6.5"
"3059";"A047830";"2013KW02";"    88.9";"   -23.4";"       .";"    90.1";"   -20.3";"     4.1"
"3060";"A047830";"2013MM07";"    90.0";"    -3.9";"       .";"    84.0";"    -2.4";"     1.5"
"3061";"A047830";"2013MM08";"    85.4";"   -11.2";"       .";"    80.1";"    -7.8";"     3.9"
"3062";"A047830";"2013MM09";"    89.8";"   -12.3";"       .";"    84.3";"    -7.7";"     5.2"
"3063";"A047830";"2013KW03";"    88.4";"    -9.2";"       .";"    82.8";"    -6.0";"     3.6"
"3064";"A047830";"2013MM10";"    96.3";"    24.2";"       .";"    93.8";"    14.2";"    -8.1"
"3065";"A047830";"2013MM11";"    98.5";"    23.5";"       .";"   101.8";"    20.2";"    -2.7"
"3066";"A047830";"2013MM12";"    83.1";"    50.6";"       .";"    82.5";"    45.6";"    -3.4"
"3067";"A047830";"2013KW04";"    92.6";"    30.8";"       .";"    92.7";"    24.4";"    -4.9"
"3068";"A047830";"2014MM01";"   125.2";"     4.9";"       .";"   119.2";"     7.3";"     2.3"
"3069";"A047830";"2014MM02";"    90.8";"    11.9";"       .";"    86.4";"    17.4";"     4.9"
"3070";"A047830";"2014MM03";"   103.0";"    -1.4";"       .";"    98.0";"     0.6";"     2.1"
"3071";"A047830";"2014KW01";"   106.3";"     4.6";"       .";"   101.2";"     7.7";"     2.9"
"3072";"A047830";"2014MM04";"    91.7";"     7.3";"       .";"    93.3";"     7.2";"    -0.1"
"3073";"A047830";"2014MM05";"    97.8";"    14.3";"       .";"    99.5";"    15.7";"     1.2"
"3074";"A047830";"2014MM06";"    98.6";"     3.0";"       .";"    99.9";"     2.8";"    -0.2"
"3075";"A047830";"2014KW02";"    96.0";"     8.0";"       .";"    97.6";"     8.3";"     0.3"
"3076";"A047830";"2014MM07";"    93.6";"     4.0";"       .";"    86.6";"     3.1";"    -0.9"
"3077";"A047830";"2014MM08";"    84.0";"    -1.6";"       .";"    78.3";"    -2.3";"    -0.7"
"3078";"A047830";"2014MM09";"    92.0";"     2.5";"       .";"    85.4";"     1.4";"    -1.1"
"3079";"A047830";"2014KW03";"    89.9";"     1.7";"       .";"    83.4";"     0.8";"    -0.9"
"3080";"A047830";"2014MM10";"   102.1";"     6.1";"       .";"   104.4";"    11.2";"     4.9"
"3081";"A047830";"2014MM11";"    92.8";"    -5.8";"       .";"    94.9";"    -6.7";"    -1.0"
"3082";"A047830";"2014MM12";"    74.8";"   -10.0";"       .";"    76.6";"    -7.1";"     3.2"
"3083";"A047830";"2014KW04";"    89.9";"    -2.9";"       .";"    92.0";"    -0.8";"     2.2"
"3084";"A047830";"2015MM01";"   131.9";"     5.3";"       .";"   126.8";"     6.4";"     1.0"
"3085";"A047830";"2015MM02";"    91.3";"     0.6";"       .";"    87.4";"     1.1";"     0.5"
"3086";"A047830";"2015MM03";"   104.6";"     1.5";"       .";"    99.5";"     1.6";"     0.1"
"3087";"A047830";"2015KW01";"   109.2";"     2.7";"       .";"   104.6";"     3.3";"     0.6"
"3088";"A047830";"2015MM04";"    95.0";"     3.5";"       .";"    97.8";"     4.9";"     1.3"
"3089";"A047830";"2015MM05";"    96.0";"    -1.8";"       .";"    99.5";"     0.0";"     1.8"
"3090";"A047830";"2015MM06";"   105.9";"     7.4";"       .";"   110.0";"    10.1";"     2.5"
"3091";"A047830";"2015KW02";"    99.0";"     3.1";"       .";"   102.4";"     5.0";"     1.9"
"3092";"A047830";"2015MM07";"   103.6";"    10.6";"       .";"    99.0";"    14.3";"     3.4"
"3093";"A047830";"2015MM08";"    92.8";"    10.4";"       .";"    88.8";"    13.4";"     2.7"
"3094";"A047830";"2015MM09";"   101.9";"    10.7";"       .";"    98.0";"    14.7";"     3.6"
"3095";"A047830";"2015KW03";"    99.4";"    10.6";"       .";"    95.3";"    14.2";"     3.2"
"3096";"A047830";"2015MM10";"   103.4";"     1.2";"       .";"   109.1";"     4.6";"     3.3"
"3097";"A047830";"2015MM11";"    91.7";"    -1.2";"       .";"    97.0";"     2.2";"     3.5"
"3098";"A047830";"2015MM12";"    82.1";"     9.8";"       .";"    87.0";"    13.6";"     3.4"
"3099";"A047830";"2015KW04";"    92.4";"     2.8";"       .";"    97.7";"     6.3";"     3.4"
"3100";"A047830";"2016MM01";"   116.2";"   -11.9";"       .";"   118.9";"    -6.2";"     6.5"
"3101";"A047830";"2016MM02";"    85.6";"    -6.3";"       .";"    87.5";"     0.1";"     6.8"
"3102";"A047830";"2016MM03";"   101.8";"    -2.7";"       .";"   104.1";"     4.6";"     7.5"
"3103";"A047830";"2016KW01";"   101.2";"    -7.4";"       .";"   103.5";"    -1.0";"     6.9"
"3104";"A047830";"2016MM04";"    94.5";"    -0.4";"       .";"    95.8";"    -2.1";"    -1.7"
"3105";"A047830";"2016MM05";"    93.9";"    -2.2";"       .";"    95.2";"    -4.2";"    -2.0"
"3106";"A047830";"2016MM06";"   106.9";"     1.0";"       .";"   108.6";"    -1.3";"    -2.3"
"3107";"A047830";"2016KW02";"    98.5";"    -0.5";"       .";"    99.9";"    -2.5";"    -2.0"
"3108";"A047830";"2016MM07";"    97.4";"    -5.9";"       .";"    99.7";"     0.7";"     7.0"
"3109";"A047830";"2016MM08";"    84.6";"    -8.8";"       .";"    86.8";"    -2.3";"     7.1"
"3110";"A047830";"2016MM09";"    97.2";"    -4.6";"       .";"    99.7";"     1.7";"     6.6"
"3111";"A047830";"2016KW03";"    93.1";"    -6.4";"       .";"    95.4";"     0.1";"     6.9"
"3112";"A047830";"2016MM10";"    99.5";"    -3.7";"       .";"   100.0";"    -8.3";"    -4.8"
"3113";"A047830";"2016MM11";"    97.3";"     6.2";"       .";"    97.5";"     0.4";"    -5.5"
"3114";"A047830";"2016MM12";"    90.9";"    10.8";"       .";"    91.0";"     4.6";"    -5.6"
"3115";"A047830";"2016KW04";"    95.9";"     3.9";"       .";"    96.2";"    -1.6";"    -5.3"
"3116";"A047830";"2017MM01";"   120.9";"     4.1";"       .";"   124.7";"     4.9";"     0.8"
"3117";"A047830";"2017MM02";"    81.0";"    -5.3";"       .";"    83.6";"    -4.4";"     0.9"
"3118";"A047830";"2017MM03";"   105.5";"     3.7";"       .";"   108.7";"     4.4";"     0.7"
"3119";"A047830";"2017KW01";"   102.5";"     1.3";"       .";"   105.6";"     2.1";"     0.8"
"3120";"A047830";"2017MM04";"    90.8";"    -4.0";"       .";"    93.4";"    -2.5";"     1.6"
"3121";"A047830";"2017MM05";"   100.4";"     6.8";"       .";"   103.8";"     8.9";"     2.0"
"3122";"A047830";"2017MM06";"   110.3";"     3.2";"       .";"   114.4";"     5.3";"     2.1"
"3123";"A047830";"2017KW02";"   100.5";"     2.0";"       .";"   103.9";"     4.0";"     1.9"
"3124";"A047830";"2017MM07";"    92.4";"    -5.2";"       .";"    96.9";"    -2.8";"     2.6"
"3125";"A047830";"2017MM08";"    83.7";"    -1.0";"       .";"    87.8";"     1.2";"     2.2"
"3126";"A047830";"2017MM09";"    96.3";"    -0.9";"       .";"   100.5";"     0.8";"     1.8"
"3127";"A047830";"2017KW03";"    90.8";"    -2.4";"       .";"    95.1";"    -0.3";"     2.2"
"3128";"A047830";"2017MM10";"   100.1";"     0.6";"       .";"   102.6";"     2.6";"     2.0"
"3129";"A047830";"2017MM11";"    99.9";"     2.6";"       .";"   102.7";"     5.4";"     2.7"
"3130";"A047830";"2017MM12";"    73.0";"   -19.8";"       .";"    74.6";"   -18.0";"     2.2"
"3131";"A047830";"2017KW04";"    91.0";"    -5.2";"       .";"    93.3";"    -3.0";"     2.3"
"3132";"A047830";"2018MM01";"   141.3";"    16.9";"       .";"   147.7";"    18.5";"     1.4"
"3133";"A047830";"2018MM02";"    94.7";"    16.8";"       .";"    98.6";"    18.0";"     1.0"
"3134";"A047830";"2018MM03";"   124.0";"    17.5";"       .";"   129.3";"    19.0";"     1.3"
"3135";"A047830";"2018KW01";"   120.0";"    17.1";"       .";"   125.2";"    18.5";"     1.2"
"3136";"A047830";"2018MM04";"   104.7";"    15.3";"       .";"   109.5";"    17.1";"     1.6"
"3137";"A047830";"2018MM05";"   113.7";"    13.3";"       .";"   118.7";"    14.4";"     0.9"
"3138";"A047830";"2018MM06";"   130.9";"    18.7";"       .";"   137.7";"    20.4";"     1.4"
"3139";"A047830";"2018KW02";"   116.4";"    15.9";"       .";"   122.0";"    17.4";"     1.3"
"3140";"A047830";"2018MM07";"   109.2";"    18.2";"       .";"   114.9";"    18.5";"     0.2"
"3141";"A047830";"2018MM08";"   101.9";"    21.7";"       .";"   107.5";"    22.4";"     0.5"
"3142";"A047830";"2018MM09";"   106.6";"    10.7";"       .";"   112.4";"    11.9";"     1.1"
"3143";"A047830";"2018KW03";"   105.9";"    16.6";"       .";"   111.6";"    17.4";"     0.6"
"3144";"A047830";"2018MM10";"   103.7";"     3.6";"       .";"   108.4";"     5.7";"     2.1"
"3145";"A047830";"2018MM11";"   101.2";"     1.4";"       .";"   105.0";"     2.3";"     0.9"
"3146";"A047830";"2018MM12";"    79.0";"     8.3";"       .";"    82.0";"     9.8";"     1.4"
"3147";"A047830";"2018KW04";"    94.6";"     4.0";"       .";"    98.5";"     5.6";"     1.5"
"3148";"A047830";"2019MM01";"   122.3";"   -13.5";"       .";"   129.5";"   -12.3";"     1.3"
"3149";"A047830";"2019MM02";"    89.3";"    -5.7";"       .";"    94.7";"    -4.0";"     1.8"
"3150";"A047830";"2019MM03";"   120.7";"    -2.7";"       .";"   128.2";"    -0.8";"     1.9"
"3151";"A047830";"2019KW01";"   110.7";"    -7.7";"       .";"   117.5";"    -6.2";"     1.7"
"3152";"A047830";"2019MM04";"    99.4";"    -5.0";"       .";"   105.7";"    -3.5";"     1.6"
"3153";"A047830";"2019MM05";"   111.5";"    -2.0";"       .";"   118.3";"    -0.4";"     1.6"
"3154";"A047830";"2019MM06";"   119.4";"    -8.8";"       .";"   126.5";"    -8.1";"     0.7"
"3155";"A047830";"2019KW02";"   110.1";"    -5.4";"       .";"   116.8";"    -4.2";"     1.3"
"3156";"A047830";"2019MM07";"   101.6";"    -6.9";"       .";"   107.9";"    -6.1";"     0.9"
"3157";"A047830";"2019MM08";"   101.4";"    -0.5";"       .";"   108.1";"     0.6";"     1.1"
"3158";"A047830";"2019MM09";"   106.3";"    -0.3";"       .";"   113.0";"     0.5";"     0.9"
"3159";"A047830";"2019KW03";"   103.1";"    -2.7";"       .";"   109.7";"    -1.7";"     0.9"
"3160";"A047830";"2019MM10";"   112.3";"     8.3";"       .";"   119.0";"     9.7";"     1.3"
"3161";"A047830";"2019MM11";"   113.6";"    12.2";"       .";"   120.2";"    14.4";"     2.0"
"3162";"A047830";"2019MM12";"   100.1";"    26.7";"       .";"   105.7";"    28.9";"     1.8"
"3163";"A047830";"2019KW04";"   108.7";"    14.8";"       .";"   115.0";"    16.7";"     1.7"
"3164";"A047830";"2020MM01";"   122.4";"     0.1";"       .";"   133.1";"     2.8";"     2.7"
"3165";"A047830";"2020MM02";"    91.8";"     2.8";"       .";"    99.7";"     5.4";"     2.5"
"3166";"A047830";"2020MM03";"   100.3";"   -16.8";"       .";"   109.1";"   -14.9";"     2.3"
"3167";"A047830";"2020KW01";"   104.8";"    -5.3";"       .";"   114.0";"    -3.0";"     2.5"
"3168";"A047830";"2020MM04";"    74.7";"   -24.9";"       .";"    81.4";"   -23.0";"     2.5"
"3169";"A047830";"2020MM05";"    91.9";"   -17.6";"       .";"    99.0";"   -16.3";"     1.6"
"3170";"A047830";"2020MM06";"   107.5";"    -9.9";"       .";"   115.8";"    -8.5";"     1.6"
"3171";"A047830";"2020KW02";"    91.4";"   -17.0";"       .";"    98.7";"   -15.5";"     1.8"
"3172";"A047830";"2020MM07";"   116.8";"    14.9";"       .";"   125.9";"    16.7";"     1.6"
"3173";"A047830";"2020MM08";"    95.2";"    -6.1";"       .";"   102.7";"    -5.0";"     1.2"
"3174";"A047830";"2020MM09";"   102.3";"    -3.7";"       .";"   110.4";"    -2.4";"     1.4"
"3175";"A047830";"2020KW03";"   104.8";"     1.6";"       .";"   113.0";"     3.0";"     1.4"
"3176";"A047830";"2020MM10";"   110.5";"    -1.6";"       .";"   118.5";"    -0.4";"     1.3"
"3177";"A047831";"2000JJ00";"   105.9";"     3.5";"       .";"    93.3";"     6.8";"     3.2"
"3178";"A047831";"2001JJ00";"   106.3";"     0.4";"       .";"    97.9";"     5.0";"     4.5"
"3179";"A047831";"2002JJ00";"   103.2";"    -3.0";"       .";"    98.1";"     0.2";"     3.3"
"3180";"A047831";"2003JJ00";"    99.4";"    -3.6";"       .";"    95.9";"    -2.3";"     1.4"
"3181";"A047831";"2004JJ00";"    98.0";"    -1.4";"       .";"    94.4";"    -1.5";"    -0.1"
"3182";"A047831";"2005JJ00";"    98.6";"     0.6";"       .";"    95.3";"     0.9";"     0.3"
"3183";"A047831";"2006JJ00";"   104.8";"     6.3";"       .";"   102.4";"     7.5";"     1.1"
"3184";"A047831";"2007JJ00";"   111.0";"     5.9";"       .";"   109.9";"     7.3";"     1.4"
"3185";"A047831";"2008JJ00";"   115.6";"     4.1";"       .";"   115.5";"     5.1";"     0.9"
"3186";"A047831";"2009JJ00";"   107.0";"    -7.4";"       .";"   105.9";"    -8.3";"    -1.0"
"3187";"A047831";"2010JJ00";"   105.7";"    -1.2";"       .";"   104.8";"    -1.0";"     0.2"
"3188";"A047831";"2011JJ00";"   104.7";"    -1.0";"       .";"   104.8";"     0.0";"     1.0"
"3189";"A047831";"2012JJ00";"   101.8";"    -2.7";"       .";"   101.9";"    -2.8";"    -0.1"
"3190";"A047831";"2013JJ00";"    97.2";"    -4.5";"       .";"    98.0";"    -3.9";"     0.7"
"3191";"A047831";"2014JJ00";"    96.6";"    -0.6";"       .";"    96.6";"    -1.4";"    -0.8"
"3192";"A047831";"2015JJ00";"   100.0";"     3.5";"       .";"   100.0";"     3.5";"     0.1"
"3193";"A047831";"2016JJ00";"   100.6";"     0.6";"       .";"   101.6";"     1.6";"     1.0"
"3194";"A047831";"2017JJ00";"   106.1";"     5.4";"       .";"   107.5";"     5.8";"     0.4"
"3195";"A047831";"2018JJ00";"   110.1";"     3.8";"       .";"   114.2";"     6.2";"     2.3"
"3196";"A047831";"2019JJ00";"   114.1";"     3.7";"       .";"   119.3";"     4.5";"     0.8"
"3197";"A047831";"2000MM01";"    96.4";"     0.1";"       .";"    79.3";"     3.5";"     3.4"
"3198";"A047831";"2000MM02";"   100.8";"    12.6";"       .";"    86.2";"    15.0";"     2.1"
"3199";"A047831";"2000MM03";"   115.1";"     8.6";"       .";"   100.2";"    11.2";"     2.4"
"3200";"A047831";"2000KW01";"   104.1";"     7.0";"       .";"    88.6";"     9.9";"     2.7"
"3201";"A047831";"2000MM04";"   101.8";"     0.7";"       .";"    89.8";"     4.3";"     3.5"
"3202";"A047831";"2000MM05";"   113.5";"     6.3";"       .";"   100.9";"     8.9";"     2.5"
"3203";"A047831";"2000MM06";"   109.3";"    -2.2";"       .";"    96.9";"    -0.1";"     2.1"
"3204";"A047831";"2000KW02";"   108.2";"     1.6";"       .";"    95.9";"     4.3";"     2.7"
"3205";"A047831";"2000MM07";"   105.6";"    -4.4";"       .";"    95.5";"    -1.1";"     3.4"
"3206";"A047831";"2000MM08";"   130.4";"     5.6";"       .";"   113.5";"     8.9";"     3.1"
"3207";"A047831";"2000MM09";"   115.9";"     4.5";"       .";"   103.4";"     9.3";"     4.6"
"3208";"A047831";"2000KW03";"   117.3";"     2.1";"       .";"   104.1";"     5.8";"     3.6"
"3209";"A047831";"2000MM10";"    85.7";"     2.2";"       .";"    75.5";"     4.9";"     2.7"
"3210";"A047831";"2000MM11";"   100.7";"     5.0";"       .";"    91.4";"     9.3";"     4.2"
"3211";"A047831";"2000MM12";"    95.1";"     4.5";"       .";"    87.0";"     8.9";"     4.3"
"3212";"A047831";"2000KW04";"    93.8";"     3.9";"       .";"    84.6";"     7.8";"     3.8"
"3213";"A047831";"2001MM01";"    97.3";"     1.0";"       .";"    83.5";"     5.3";"     4.3"
"3214";"A047831";"2001MM02";"    97.9";"    -2.9";"       .";"    87.3";"     1.3";"     4.3"
"3215";"A047831";"2001MM03";"   112.3";"    -2.4";"       .";"   102.3";"     2.1";"     4.7"
"3216";"A047831";"2001KW01";"   102.5";"    -1.6";"       .";"    91.0";"     2.8";"     4.4"
"3217";"A047831";"2001MM04";"   102.6";"     0.7";"       .";"    94.1";"     4.8";"     4.0"
"3218";"A047831";"2001MM05";"   117.4";"     3.4";"       .";"   108.3";"     7.3";"     3.8"
"3219";"A047831";"2001MM06";"   115.8";"     5.9";"       .";"   106.6";"    10.0";"     3.9"
"3220";"A047831";"2001KW02";"   111.9";"     3.4";"       .";"   103.0";"     7.4";"     3.9"
"3221";"A047831";"2001MM07";"   105.6";"    -0.1";"       .";"    99.5";"     4.2";"     4.3"
"3222";"A047831";"2001MM08";"   133.2";"     2.1";"       .";"   122.5";"     8.0";"     5.7"
"3223";"A047831";"2001MM09";"   111.2";"    -4.0";"       .";"   104.3";"     0.9";"     5.1"
"3224";"A047831";"2001KW03";"   116.6";"    -0.6";"       .";"   108.8";"     4.5";"     5.1"
"3225";"A047831";"2001MM10";"    87.0";"     1.5";"       .";"    81.0";"     7.3";"     5.7"
"3226";"A047831";"2001MM11";"   103.3";"     2.6";"       .";"    97.5";"     6.7";"     4.0"
"3227";"A047831";"2001MM12";"    92.3";"    -2.9";"       .";"    88.0";"     1.2";"     4.3"
"3228";"A047831";"2001KW04";"    94.2";"     0.4";"       .";"    88.9";"     5.0";"     4.6"
"3229";"A047831";"2002MM01";"    96.4";"    -1.0";"       .";"    86.3";"     3.3";"     4.3"
